item_key,year,authors,title,type,has_pdf,subfield,source_collection,paper_match,paper_filename,paper_journal,paper_tier,date,tags_count
8IN5EHSN,2020,"DeFond, Mark; Hu, Jinshuai; Hung, Mingyi; Li, Siqi",The effect of fair value accounting on the performance evaluation role of earnings,journalArticle,True,unknown,integrity_propaganda_audit,none,,,,2020-11-01,5
WFWYQ5A7,2020,,The only prescription is transparency: The effect of charge-price-transparency regulation on healthcare prices,,False,disclosure,english,none,,,,2020,0
GKX69PBC,2020,"Church, Bryan K; Dai, Narisa Tianjing; Kuang, Xi; Liu, Xuejiao",The role of auditor narcissism in auditor-client negotiations: Evidence from China,journalArticle,False,audit,integrity_propaganda_audit,none,,,,2020,0
8J6PZC2A,2019,,Corporate culture and analyst catering,,True,analysts,english,none,,,,2019-02-01,0
S9NZRZP9,2019,"Aobdia, Daniel",Do practitioner assessments agree with academic proxies for audit quality? Evidence from PCAOB and internal inspections,journalArticle,True,audit,integrity_propaganda_audit,prefix_year_title,2019 - Aobdia - Journal of Accounting and Economics - Do Practitioner Assessments Agree with Academic Proxies for Audit Quality Evidence from PCAOB and I.pdf,Journal of Accounting and Economics,top_acct,2019-02-01,6
TK8MHX2H,2019,"Kadous, Kathryn; Zhou, Yuepin",How does intrinsic motivation improve auditor judgment in complex audit tasks?,journalArticle,False,audit,integrity_propaganda_audit,none,,,,2019,0
Q9W9XLND,2019,"Kallunki, Jenni; Kallunki, Juha-Pekka; Niemi, Lasse; Nilsson, Henrik; Aobdia, Daniel",IQ and audit quality: Do smarter auditors deliver better audits?,journalArticle,True,audit,both,none,,,,2019,0
3UMWMYXC,2019,"Egan, Mark; Matvos, Gregor; Seru, Amit",The Market for Financial Adviser Misconduct,journalArticle,False,fraud_enforcement,integrity_propaganda_audit,exact_year_title,"2019 - Egan, Matvos, Seru - Journal of Political Economy - The Market for Financial Adviser Misconduct.pdf",Journal of Political Economy,top_gen,2019,0
MMG9WFU3,2018,,Audit personnel salaries and audit quality,,False,audit,english,none,,,,2018,0
8636CLDY,2018,"Defond, Mark L.; Francis, Jere R.; Hallman, Nicholas J.",Awareness of SEC Enforcement and Auditor Reporting Decisions,journalArticle,True,audit,integrity_propaganda_audit,none,,,,2018,0
SU3SBCYB,2018,"Che, Limei; Langli, John Christian; Svanström, Tobias","Education, experience, and audit effort",journalArticle,False,audit,integrity_propaganda_audit,none,,,,2018,0
X3X7FDRP,2018,"Dimmock, Stephen G.; Gerken, William C.; Graham, Nathaniel P.",Is Fraud Contagious? Coworker Influence on Misconduct by Financial Advisors,journalArticle,True,fraud_enforcement,both,none,,,,2018,0
82FR8SSP,2018,"Qin, Bei; Strömberg, David; Wu, Yanhui",Media Bias in China,journalArticle,True,culture_propaganda,integrity_propaganda_audit,exact_year_title,"2018 - Qin, Strömberg, Wu - American Economic Review - Media Bias in China.pdf",American Economic Review,top_gen,2018/09,0
8C3HWGKH,2018,"Parsons, Christopher A.; Sulaeman, Johan; Titman, Sheridan",The Geography of Financial Misconduct,journalArticle,True,fraud_enforcement,both,exact_year_title,"2018 - Parsons, Sulaeman, Titman - The Journal of Finance - The Geography of Financial Misconduct.pdf",The Journal of Finance,top_fin,2018,0
3Q6SK9AY,2017,"Cantoni, Davide; Chen, Yuyu; Yang, David Y.; Yuchtman, Noam; Zhang, Y. Jane",Curriculum and Ideology,journalArticle,True,culture_propaganda,integrity_propaganda_audit,none,,,,2017-04,0
X6HTPL2W,2017,"DeFond, Mark; Erkens, David H.; Zhang, Jieying",Do Client Characteristics Really Drive the Big N Audit Quality Effect? New Evidence from Propensity Score Matching,journalArticle,False,audit,integrity_propaganda_audit,none,,,,2017-11,3
YVB8IN4E,2017,"He, Xianjie; Pittman, Jeffrey A; Rui, Oliver M; Wu, Donghui",Do social ties between external auditors and audit committee members affect audit quality?,journalArticle,True,audit,integrity_propaganda_audit,none,,,,2017,0
TUGMH6PR,2017,,The Affordable Care Act and its effects on physician leadership: a qualitative systematic review,,False,healthcare,english,none,,,,2017,0
GZ3J2I7W,2017,,The real effects of mandated information on social responsibility in financial reports: Evidence from mine-safety records,,False,unknown,english,prefix_year_title,"2017 - Christensen, Floyd, Liu, Maffett - The Real Effects of Mandated Information on Social Responsibility in Financial Reports Evidence fro.pdf",unknown,unknown,2017,0
UAL4DXCY,2017,"Bernile, Gennaro; Bhagwat, Vineet; Rau, P. Raghavendra",What Doesn't Kill You Will Only Make You More Risk-Loving: Early-Life Disasters and CEO Behavior,journalArticle,True,governance_comp,integrity_propaganda_audit,none,,,,2017,0
B6K87YSQ,2016,"DeFond, Mark L.; Lim, Chee Yeow; Zang, Yoonseok",Client Conservatism and Auditor-Client Contracting,journalArticle,True,audit,integrity_propaganda_audit,none,,,,2016-01-01,4
97ELHF8Y,2016,"Su, Xijia; Wu, Xi",Client following former audit partners and audit quality: Evidence from unforced audit firm changes in China,journalArticle,False,audit,integrity_propaganda_audit,prefix_year_title,"2016 - Su, Wu - The International Journal of Accounting - Client Following Former Audit Partners and Audit Quality Evidence from Unforced Audit Firm Changes.pdf",unknown,unknown,2016,0
RPA84QSZ,2016,"Guan, Yuyan; Su, Lixin Nancy; Wu, Donghui; Yang, Zhifeng",Do school ties between auditors and client executives influence audit outcomes?,journalArticle,False,audit,integrity_propaganda_audit,exact_year_title,"2016 - Guan, Su, Wu, Yang - Journal of Accounting and Economics - Do School Ties Between Auditors and Client Executives Influence Audit Outcomes.pdf",Journal of Accounting and Economics,top_acct,2016,0
DBFA86QW,2016,,Early performance of accountable care organizations in Medicare,,False,healthcare,english,none,,,,2016,0
5RHSB8F7,2016,"Lennox, Clive; Wu, Xi; Zhang, Tianyu",The effect of audit adjustments on earnings quality: Evidence from China,journalArticle,False,audit,integrity_propaganda_audit,none,,,,2016,0
22QCVXRG,2015,,Behavioral implications of Big Data's impact on audit judgment and decision making and future research directions,,False,audit,english,none,,,,2015,0
NGEM2VV5,2015,,Big data analytics in financial statement audits,,False,audit,english,none,,,,2015,0
YBTYW48P,2015,"Piotroski, Joseph D.; Wong, T. J.; Zhang, Tianyu",Political Incentives to Suppress Negative Information: Evidence from Chinese Listed Firms,journalArticle,True,unknown,both,none,,,,2015,0
W88442JK,2015,"Adena, Maja; Enikolopov, Ruben; Petrova, Maria; Santarosa, Veronica; Zhuravskaya, Ekaterina",Radio and the Rise of The Nazis in Prewar Germany,journalArticle,True,culture_propaganda,integrity_propaganda_audit,none,,,,2015-11-01,0
E4IN9TPR,2015,"Ke, Bin; Lennox, Clive S.; Xin, Qingquan",The Effect of China's Weak Institutional Environment on the Quality of Big 4 Audits,journalArticle,True,audit,both,none,,,,2015-07-01,0
S9PFDFLS,2015,,"Unraveling the black box of cost behavior: An empirical investigation of risk drivers, managerial resource procurement, and cost elasticity",,False,unknown,english,none,,,,2015,0
NA9PFM2K,2014,"DeFond, Mark; Zhang, Jieying",A review of archival auditing research,journalArticle,True,audit,both,exact_year_title,"2014 - DeFond, Zhang - Journal of Accounting and Economics - A Review of Archival Auditing Research.pdf",Journal of Accounting and Economics,top_acct,2014-11-01,8
NPMDYVNM,2014,"Hennes, Karen M.; Leone, Andrew J.; Miller, Brian P.",Determinants and Market Consequences of Auditor Dismissals After Accounting Restatements,journalArticle,False,audit,integrity_propaganda_audit,exact_year_title,"2014 - Hennes, Leone, Miller - The Accounting Review - Determinants and Market Consequences of Auditor Dismissals After Accounting Restatements.pdf",The Accounting Review,top_acct,2014,0
8B9FVPS8,2014,"Lennox, Clive S.; Wu, Xi; Zhang, Tianyu",Does Mandatory Rotation of Audit Partners Improve Audit Quality?,journalArticle,True,audit,both,exact_year_title,"2014 - Lennox, Wu, Zhang - The Accounting Review - Does mandatory rotation of audit partners improve audit quality.pdf",The Accounting Review,top_acct,2014-09-01,0
RGPCTTLU,2014,"Yanagizawa-Drott, David",Propaganda and Conflict: Evidence from the Rwandan Genocide,journalArticle,True,culture_propaganda,integrity_propaganda_audit,none,,,,2014-11-01,0
5UEG24N5,2014,,The information content of mandatory risk factor disclosures in corporate filings,,False,disclosure,english,exact_year_title,"2014 - Campbell, Chen, Dhaliwal, Lu, Steele - Review of Accounting Studies - The Information Content of Mandatory Risk Factor Disclosures in Corporate Filings.pdf",Review of Accounting Studies,top_acct,2014,0
6GKPL2V2,2013,"Gul, Ferdinand A.; Wu, Donghui; Yang, Zhifeng",Do Individual Auditors Affect Audit Quality? Evidence from Archival Data,journalArticle,True,audit,both,none,,,,2013-11-01,3
RD9QR4SX,2013,,Door-to-balloon time and mortality among patients undergoing primary PCI,,False,healthcare,english,none,,,,2013,0
IH7SLYKU,2012,,Causal inference without balance checking: Coarsened exact matching,,False,methodology,english,none,,,,2012,0
TVYSEKPB,2012,"Piotroski, Joseph D; Wong, TJ",Institutions and information environment of Chinese listed firms,bookSection,False,institutions_econ,integrity_propaganda_audit,none,,,,2012,0
L2QIHNUU,2011,"Heilmann, Sebastian; Perry, Elizabeth J.",Embracing Uncertainty: Guerrilla Policy Style and Adaptive Governance in China,bookSection,False,governance_comp,integrity_propaganda_audit,none,,,,2011-10-14,0
MVN34RE8,2011,,Hospital readmissions and the Affordable Care Act: paying for coordinated quality care,,False,healthcare,english,none,,,,2011,0
RUQXJ8H9,2010,"Chen, Shimin; Sun, Sunny YJ; Wu, Donghui","Client importance, institutional improvements, and audit quality in China: An office and individual auditor level analysis",journalArticle,False,audit,integrity_propaganda_audit,none,,,,2010,0
YPUIAR4Q,2010,,Green Paper: Audit Policy: Lessons from the Crisis,,False,audit,english,none,,,,2010,0
7SCZWFXI,2010,"Algan, Yann; Cahuc, Pierre",Inherited Trust and Growth,journalArticle,True,culture_propaganda,integrity_propaganda_audit,none,,,,2010-12-1,3
NHH4K37K,2009,"Berkman, Henk; Cole, Rebel A.; Fu, Lawrence J.",Expropriation through loan guarantees to related parties: Evidence from China,journalArticle,True,debt_capital_structure,integrity_propaganda_audit,none,,,,2009-1,6
PPVNNI9Y,2009,,Rehospitalizations among patients in the Medicare fee-for-service program,,False,healthcare,english,none,,,,2009,0
ZNQLXX3X,2008,"Hennes, Karen M.; Leone, Andrew J.; Miller, Brian P.",The Importance of Distinguishing Errors from Irregularities in Restatement Research: The Case of Restatements and CEO/CFO Turnover,journalArticle,False,audit,integrity_propaganda_audit,none,,,,2008,0
XTT99KXZ,2008,,The auditor's reporting model: A literature overview and research synthesis,,False,audit,english,none,,,,2008,0
3E3ZZJ6V,2008,"GUISO, LUIGI; SAPIENZA, PAOLA; ZINGALES, LUIGI",Trusting the Stock Market,journalArticle,True,culture_propaganda,integrity_propaganda_audit,none,,,,2008-11-11,0
B8JR9ARY,2007,"DeFond, Mark; Hung, Mingyi; Trezevant, Robert",Investor protection and the information content of annual earnings announcements: International evidence,journalArticle,True,unknown,integrity_propaganda_audit,none,,,,2007-03-01,3
3FJ62FKW,2007,"Williamson, Oliver E.; Boersch, Cornelius; Elschen, Rainer","The Economic Institutions of Capitalism. Firms, Markets, Relational Contracting",bookSection,False,institutions_econ,integrity_propaganda_audit,none,,,,2007,0
JTQCD9KK,2006,"Greif, Avner",Institutions and the Path to the Modern Economy: Lessons from Medieval Trade,book,False,institutions_econ,integrity_propaganda_audit,none,,,,2006-01-16,0
WLRA3FBU,2006,,Strategies for reducing the door-to-balloon time in acute myocardial infarction,,False,healthcare,english,none,,,,2006,0
GESB5ABU,2005,"Allen, Franklin; Qian, Jun; Qian, Meijun","Law, finance, and economic growth in China",journalArticle,True,unknown,both,none,,,,2005-07-01,0
K2FHIQ8Q,2005,"Winfield, Betty Houchin; Peng, Zengjun",Market or Party Controls?: Chinese Media in Transition,journalArticle,False,unknown,integrity_propaganda_audit,none,,,,2005-06-01,0
4GD9PPWC,2004,"Guiso, Luigi; Sapienza, Paola; Zingales, Luigi",The Role of Social Capital in Financial Development,journalArticle,True,institutions_econ,integrity_propaganda_audit,none,,,,2004-06-01,0
LHHKAKCR,1998,"Becker, Connie L.; Defond, Mark L.; Jiambalvo, James; Subramanyam, K.r.",The Effect of Audit Quality on Earnings Management,journalArticle,True,audit,integrity_propaganda_audit,none,,,,1998,0
BSEEPHB7,1997,"Knack, Stephen; Keefer, Philip",Does Social Capital Have an Economic Payoff? A Cross-Country Investigation,journalArticle,False,institutions_econ,integrity_propaganda_audit,none,,,,1997-11-01,0
9Q9Z74US,1995,"Montinola, Gabriella; Qian, Yingyi; Weingast, Barry R","Federalism, Chinese style: the political basis for economic success in China",journalArticle,False,institutions_econ,integrity_propaganda_audit,none,,,,1995,0
G5P7TGJT,1992,"Kuhn, Philip A.",Soulstealers: The Chinese Sorcery Scare of 1768,book,False,culture_propaganda,integrity_propaganda_audit,none,,,,1992-01-01,0
2UDBZR8X,1990,"North, Douglass C.","Institutions, Institutional Change and Economic Performance",book,False,institutions_econ,integrity_propaganda_audit,none,,,,1990-10-26,0
QU3EJJVA,1983,"Watts, Ross L; Zimmerman, Jerold L","Agency problems, auditing, and the theory of the firm: Some evidence",journalArticle,True,audit,both,none,,,,1983,0
P2HKGRV2,1981,,Auditor size and audit quality,,False,audit,english,none,,,,1981,0
UWP9CL8Y,1981,"Watts, Ross; Zimmerman, Jerold",The Markets for Independence and Independent Auditors,journalArticle,True,audit,both,none,,,,1981,0
U4UYNUFM,1980,,The pricing of audit services: Theory and evidence,,False,audit,english,none,,,,1980,0
6WE5GHYW,1972,"Arrow, Kenneth J.",Gifts and Exchanges,journalArticle,False,institutions_econ,integrity_propaganda_audit,none,,,,1972,0
SG2ZK32F,1957,"Houn, Franklin W.",Radio Broadcasting and Propaganda in Communist China,journalArticle,False,culture_propaganda,integrity_propaganda_audit,none,,,,1957-09-01,0
GDHHLAWD,1937,"Coase, R. H.",The Nature of the Firm,journalArticle,True,institutions_econ,both,none,,,,1937,0
AEGLBPMC,,,A review of China-related accounting research in the past 25 years - ScienceDirect,,False,unknown,english,title_only_prefix,"2022 - Lennox, Wu - Journal of Accounting and Economics - A Review of China-Related Accounting Research in the Past 25 Years.pdf",Journal of Accounting and Economics,top_acct,,0
V8379QYT,,,AI Democratization and Trading Inequality,,True,investors_capmkt,english,none,,,,,0
57J7GMMV,,,Do Engagement Quality Reviewers' Workplace Ties with Engagement Partners Influence Audit Quality?,,True,audit,english,none,,,,,0
GQ8MA4XL,,"Defond, Mark L.; Lennox, Clive S.",Do PCAOB Inspections Improve the Quality of Internal Control Audits?,journalArticle,False,audit,both,none,,,,No date,0
R2QAHC9A,,,"Generative AI in Capital Markets: Information Production, Dissemination, and Processing",,True,unknown,english,none,,,,,0
LZ5T6KXL,,,Generative AI in Financial Reporting,,True,unknown,english,none,,,,,0
8FTVFDBV,,,Journal of Accounting Research,,False,unknown,english,none,,,,,0
HRIQUK2P,,,The Impact of Financial Reporting Mandates on Labor Unions,,True,unknown,english,none,,,,,0
9T8FIFQJ,,No authors listed,"The economics, technology, and neuroscience of human capability formation",webpage,True,unknown,integrity_propaganda_audit,none,,,,No date,0
IKXQ7VFQ,,,The impact of improved auditor independence on audit market concentration in China - ScienceDirect,,False,audit,english,none,,,,,0
